0,	1,	2,	3,	4,	5,	6,	7,	8,	9,	10,	11,	12,	13,	14,	15,	16,	17,	18,	19,	20,	21,	22,	23,	24,	25,	26,	27,	28,	29,	30,	31,	32,	33,	34,	35,	36,	37,	38,	39,	40,	41,	42,	43,	44,	45,	46,	47,	48,	49,	50,	51,	52,	53,	54,	55,	56,	57,	58,	59,	60,	61,	62,	63,	64,	65,	66,	67,	68,	69,	70,	71,	72,	73,	74,	75,	76,	77,	78,	79,	80,	81,	82,	83,	84,	85,	86,	87,	88,	89,	90,	91,	92,	93,	94,	95,	96,	97,	98,	99,	100,	101,	102,	103,	104,	105,	106,	107,	108,	109,	110,	111,	112,	113,	114,	115,	116,	117,	118,	119,	120,	121,	122,	123,	124,	125,	126,	127,	128,	129,	130,	131,	132,	133,	134,	135,	136,	137,	138,	139,	140,	141,	142,	143,	144,	145,	146,	147,	148,	149,	150,	151,	152,	153,	154,	155,	156,	157,	158,	159,	160,	161,	162,	163,	164,	165,	166,	167,	168,	169,	170,	171,	172,	173,	174,	175,	176,	177,	178,	179,	180,	181,	182,	183,	184,	185,	186,	187,	188,	189,	190,	191,	192,	193,	194,	195,	196,	197,	198,	199,	200,	201
0.348,	0.477631,	0.486807,	0.495957,	0.50508,	0.514176,	0.523242,	0.532279,	0.541285,	0.550258,	0.559198,	0.568103,	0.576973,	0.585805,	0.594598,	0.60335,	0.61206,	0.620726,	0.629347,	0.637919,	0.646441,	0.654911,	0.663325,	0.67168,	0.679974,	0.688201,	0.696357,	0.704436,	0.712431,	0.72033,	0.728121,	0.735785,	0.743297,	0.750617,	0.757693,	0.764441,	0.770741,	0.77641,	0.781172,	0.78461,	0.786094,	0.784702,	0.77903,	0.767027,	0.745793,	0.711371,	0.658749,	0.582334,	0.477287,	0.341813,	0.179791,	0.00250316,	-0.17773,	-0.342942,	-0.478664,	-0.583283,	-0.659198,	-0.711522,	-0.745846,	-0.767077,	-0.779096,	-0.784775,	-0.786153,	-0.78464,	-0.781187,	-0.776425,	-0.770757,	-0.764457,	-0.757707,	-0.75063,	-0.743307,	-0.735794,	-0.728128,	-0.720335,	-0.712435,	-0.70444,	-0.69636,	-0.688203,	-0.679976,	-0.671682,	-0.663326,	-0.654912,	-0.646442,	-0.63792,	-0.629348,	-0.620727,	-0.612061,	-0.603351,	-0.594598,	-0.585805,	-0.576973,	-0.568104,	-0.559199,	-0.550259,	-0.541285,	-0.53228,	-0.523243,	-0.514176,	-0.505081,	-0.495958,	-0.486808,	-0.477631,	-0.46843,	-0.459205,	-0.449956,	-0.440685,	-0.431392,	-0.422078,	-0.412744,	-0.40339,	-0.394018,	-0.384627,	-0.375218,	-0.365793,	-0.356351,	-0.346894,	-0.337421,	-0.327934,	-0.318432,	-0.308917,	-0.299389,	-0.289849,	-0.280296,	-0.270732,	-0.261157,	-0.251571,	-0.241975,	-0.23237,	-0.222755,	-0.213131,	-0.2035,	-0.19386,	-0.184212,	-0.174558,	-0.164897,	-0.155229,	-0.145556,	-0.135877,	-0.126193,	-0.116504,	-0.106811,	-0.0971135,	-0.0874126,	-0.0777085,	-0.0680015,	-0.058292,	-0.0485803,	-0.0388668,	-0.0291518,	-0.0194358,	-0.00971921,	-3.23798e-06,	0.00971526,	0.0194347,	0.0291511,	0.0388661,	0.0485796,	0.0582913,	0.0680009,	0.077708,	0.0874121,	0.097113,	0.10681,	0.116503,	0.126192,	0.135876,	0.145555,	0.155229,	0.164896,	0.174558,	0.184212,	0.193859,	0.203499,	0.213131,	0.222755,	0.232369,	0.241975,	0.251571,	0.261156,	0.270732,	0.280296,	0.289848,	0.299389,	0.308917,	0.318432,	0.327933,	0.337421,	0.346893,	0.356351,	0.365793,	0.375218,	0.384626,	0.394017,	0.40339,	0.412744,	0.422078,	0.431392,	0.440685,	0.449956,	0.459205,	0.46843,	0.477631
0.349,	0.476745,	0.485906,	0.495042,	0.504151,	0.513232,	0.522285,	0.531308,	0.5403,	0.549261,	0.558188,	0.567081,	0.575938,	0.584758,	0.59354,	0.602281,	0.610981,	0.619637,	0.628247,	0.63681,	0.645323,	0.653784,	0.66219,	0.670539,	0.678825,	0.687046,	0.695197,	0.703271,	0.711261,	0.719158,	0.726946,	0.734608,	0.742119,	0.749439,	0.756514,	0.763263,	0.769564,	0.775234,	0.779997,	0.783435,	0.784917,	0.783521,	0.777843,	0.765834,	0.744597,	0.710181,	0.657589,	0.581247,	0.476343,	0.341101,	0.179401,	0.0024932,	-0.177348,	-0.342224,	-0.477713,	-0.582193,	-0.658037,	-0.710332,	-0.74465,	-0.765884,	-0.777909,	-0.783594,	-0.784976,	-0.783465,	-0.780012,	-0.775249,	-0.76958,	-0.763279,	-0.756529,	-0.749452,	-0.742129,	-0.734617,	-0.726953,	-0.719163,	-0.711266,	-0.703275,	-0.6952,	-0.687049,	-0.678827,	-0.67054,	-0.662192,	-0.653786,	-0.645324,	-0.636811,	-0.628248,	-0.619638,	-0.610982,	-0.602282,	-0.59354,	-0.584759,	-0.575939,	-0.567082,	-0.558189,	-0.549261,	-0.540301,	-0.531309,	-0.522285,	-0.513233,	-0.504151,	-0.495042,	-0.485907,	-0.476745,	-0.467559,	-0.458349,	-0.449116,	-0.43986,	-0.430583,	-0.421285,	-0.411966,	-0.402629,	-0.393272,	-0.383898,	-0.374506,	-0.365098,	-0.355673,	-0.346232,	-0.336776,	-0.327306,	-0.317822,	-0.308325,	-0.298814,	-0.289291,	-0.279757,	-0.27021,	-0.260653,	-0.251085,	-0.241508,	-0.23192,	-0.222324,	-0.212719,	-0.203105,	-0.193484,	-0.183855,	-0.174219,	-0.164576,	-0.154927,	-0.145272,	-0.135612,	-0.125947,	-0.116277,	-0.106602,	-0.096924,	-0.087242,	-0.0775568,	-0.0678687,	-0.0581781,	-0.0484854,	-0.0387908,	-0.0290949,	-0.0193978,	-0.00970021,	-3.22741e-06,	0.00969628,	0.0193967,	0.0290941,	0.0387901,	0.0484847,	0.0581775,	0.0678681,	0.0775563,	0.0872415,	0.0969235,	0.106602,	0.116276,	0.125946,	0.135612,	0.145272,	0.154927,	0.164576,	0.174218,	0.183854,	0.193483,	0.203105,	0.212718,	0.222323,	0.23192,	0.241507,	0.251085,	0.260653,	0.27021,	0.279756,	0.289291,	0.298814,	0.308324,	0.317822,	0.327306,	0.336776,	0.346232,	0.355672,	0.365097,	0.374506,	0.383898,	0.393272,	0.402628,	0.411966,	0.421284,	0.430582,	0.439859,	0.449115,	0.458348,	0.467559,	0.476745
0.35,	0.475862,	0.485008,	0.494129,	0.503224,	0.512292,	0.521331,	0.53034,	0.539319,	0.548267,	0.557181,	0.566062,	0.574907,	0.583715,	0.592485,	0.601216,	0.609905,	0.61855,	0.627151,	0.635704,	0.644209,	0.652661,	0.661059,	0.6694,	0.67768,	0.685895,	0.69404,	0.702109,	0.710095,	0.717988,	0.725773,	0.733434,	0.740943,	0.748262,	0.755338,	0.762087,	0.768389,	0.77406,	0.778823,	0.78226,	0.783739,	0.78234,	0.776656,	0.76464,	0.743398,	0.708988,	0.656424,	0.580156,	0.475395,	0.340387,	0.179011,	0.0024832,	-0.176964,	-0.341503,	-0.476759,	-0.581099,	-0.656872,	-0.709139,	-0.743451,	-0.764689,	-0.776721,	-0.782412,	-0.783799,	-0.78229,	-0.778838,	-0.774074,	-0.768405,	-0.762103,	-0.755352,	-0.748275,	-0.740953,	-0.733442,	-0.72578,	-0.717993,	-0.710099,	-0.702113,	-0.694043,	-0.685897,	-0.677682,	-0.669402,	-0.661061,	-0.652662,	-0.64421,	-0.635705,	-0.627152,	-0.618551,	-0.609905,	-0.601216,	-0.592486,	-0.583716,	-0.574907,	-0.566062,	-0.557182,	-0.548267,	-0.53932,	-0.530341,	-0.521331,	-0.512292,	-0.503225,	-0.49413,	-0.485009,	-0.475862,	-0.466691,	-0.457496,	-0.448278,	-0.439038,	-0.429776,	-0.420494,	-0.411191,	-0.40187,	-0.39253,	-0.383172,	-0.373797,	-0.364405,	-0.354997,	-0.345573,	-0.336134,	-0.326682,	-0.317215,	-0.307735,	-0.298242,	-0.288736,	-0.279219,	-0.269691,	-0.260151,	-0.250602,	-0.241042,	-0.231473,	-0.221894,	-0.212307,	-0.202712,	-0.193109,	-0.183498,	-0.173881,	-0.164257,	-0.154626,	-0.14499,	-0.135349,	-0.125702,	-0.116051,	-0.106395,	-0.0967353,	-0.0870721,	-0.0774057,	-0.0677365,	-0.0580647,	-0.0483908,	-0.0387152,	-0.0290381,	-0.01936,	-0.00968129,	-3.21689e-06,	0.00967737,	0.0193589,	0.0290374,	0.0387145,	0.0483902,	0.0580641,	0.0677359,	0.0774052,	0.0870716,	0.0967348,	0.106394,	0.11605,	0.125702,	0.135348,	0.14499,	0.154626,	0.164256,	0.17388,	0.183498,	0.193109,	0.202712,	0.212307,	0.221894,	0.231472,	0.241042,	0.250601,	0.260151,	0.26969,	0.279219,	0.288736,	0.298241,	0.307734,	0.317214,	0.326681,	0.336134,	0.345573,	0.354996,	0.364404,	0.373796,	0.383172,	0.39253,	0.40187,	0.411191,	0.420493,	0.429775,	0.439037,	0.448277,	0.457495,	0.46669,	0.475862
0.351,	0.474982,	0.484114,	0.49322,	0.502301,	0.511354,	0.520379,	0.529375,	0.538341,	0.547276,	0.556178,	0.565046,	0.573879,	0.582675,	0.591434,	0.600153,	0.608832,	0.617467,	0.626058,	0.634602,	0.643097,	0.651541,	0.659931,	0.668265,	0.676538,	0.684746,	0.692886,	0.70095,	0.708931,	0.71682,	0.724603,	0.732261,	0.739769,	0.747088,	0.754163,	0.760912,	0.767215,	0.772886,	0.777649,	0.781085,	0.782562,	0.781157,	0.775467,	0.763443,	0.742196,	0.707792,	0.655257,	0.579061,	0.474444,	0.33967,	0.178618,	0.00247318,	-0.17658,	-0.34078,	-0.475802,	-0.580001,	-0.655704,	-0.707943,	-0.742249,	-0.763492,	-0.775532,	-0.78123,	-0.782621,	-0.781115,	-0.777664,	-0.7729,	-0.767231,	-0.760928,	-0.754177,	-0.7471,	-0.739779,	-0.73227,	-0.72461,	-0.716826,	-0.708936,	-0.700953,	-0.692888,	-0.684748,	-0.676539,	-0.668266,	-0.659933,	-0.651542,	-0.643098,	-0.634603,	-0.626059,	-0.617468,	-0.608832,	-0.600154,	-0.591435,	-0.582676,	-0.573879,	-0.565046,	-0.556178,	-0.547276,	-0.538342,	-0.529376,	-0.52038,	-0.511355,	-0.502301,	-0.493221,	-0.484114,	-0.474982,	-0.465826,	-0.456646,	-0.447443,	-0.438218,	-0.428972,	-0.419706,	-0.410419,	-0.401114,	-0.39179,	-0.382449,	-0.37309,	-0.363714,	-0.354323,	-0.344916,	-0.335495,	-0.326059,	-0.31661,	-0.307147,	-0.297671,	-0.288183,	-0.278684,	-0.269173,	-0.259652,	-0.25012,	-0.240578,	-0.231027,	-0.221466,	-0.211897,	-0.20232,	-0.192736,	-0.183143,	-0.173544,	-0.163939,	-0.154327,	-0.144709,	-0.135086,	-0.125458,	-0.115825,	-0.106188,	-0.0965473,	-0.0869029,	-0.0772552,	-0.0676047,	-0.0579518,	-0.0482967,	-0.0386399,	-0.0289816,	-0.0193223,	-0.00966244,	-3.20641e-06,	0.00965853,	0.0193212,	0.0289808,	0.0386391,	0.048296,	0.0579511,	0.0676041,	0.0772546,	0.0869023,	0.0965468,	0.106188,	0.115825,	0.125458,	0.135086,	0.144709,	0.154326,	0.163938,	0.173544,	0.183143,	0.192735,	0.20232,	0.211897,	0.221466,	0.231026,	0.240578,	0.250119,	0.259651,	0.269173,	0.278684,	0.288183,	0.297671,	0.307146,	0.316609,	0.326059,	0.335495,	0.344916,	0.354323,	0.363714,	0.373089,	0.382448,	0.39179,	0.401114,	0.410419,	0.419705,	0.428972,	0.438218,	0.447442,	0.456645,	0.465825,	0.474982
0.352,	0.474105,	0.483222,	0.492314,	0.501381,	0.51042,	0.519432,	0.528414,	0.537367,	0.546288,	0.555177,	0.564033,	0.572854,	0.581639,	0.590386,	0.599094,	0.607762,	0.616387,	0.624968,	0.633503,	0.641989,	0.650424,	0.658806,	0.667132,	0.675398,	0.6836,	0.691734,	0.699793,	0.70777,	0.715656,	0.723435,	0.731091,	0.738597,	0.745915,	0.75299,	0.759739,	0.766042,	0.771713,	0.776476,	0.77991,	0.781384,	0.779975,	0.774277,	0.762245,	0.740992,	0.706593,	0.654086,	0.577964,	0.47349,	0.33895,	0.178225,	0.00246314,	-0.176193,	-0.340055,	-0.474842,	-0.5789,	-0.654532,	-0.706744,	-0.741045,	-0.762294,	-0.774341,	-0.780047,	-0.781443,	-0.77994,	-0.776491,	-0.771728,	-0.766058,	-0.759755,	-0.753004,	-0.745928,	-0.738608,	-0.7311,	-0.723442,	-0.715661,	-0.707775,	-0.699797,	-0.691737,	-0.683603,	-0.6754,	-0.667134,	-0.658808,	-0.650426,	-0.64199,	-0.633504,	-0.624969,	-0.616388,	-0.607763,	-0.599095,	-0.590387,	-0.58164,	-0.572855,	-0.564034,	-0.555178,	-0.546289,	-0.537367,	-0.528415,	-0.519432,	-0.510421,	-0.501381,	-0.492315,	-0.483223,	-0.474105,	-0.464964,	-0.455799,	-0.446611,	-0.437402,	-0.428171,	-0.41892,	-0.40965,	-0.400361,	-0.391053,	-0.381728,	-0.372386,	-0.363027,	-0.353652,	-0.344262,	-0.334858,	-0.325439,	-0.316007,	-0.306561,	-0.297103,	-0.287633,	-0.278151,	-0.268658,	-0.259154,	-0.24964,	-0.240116,	-0.230582,	-0.22104,	-0.211489,	-0.20193,	-0.192364,	-0.18279,	-0.173209,	-0.163622,	-0.154028,	-0.144429,	-0.134824,	-0.125215,	-0.115601,	-0.105982,	-0.0963601,	-0.0867343,	-0.0771053,	-0.0674735,	-0.0578392,	-0.0482029,	-0.0385648,	-0.0289253,	-0.0192848,	-0.00964367,	-3.19599e-06,	0.00963977,	0.0192837,	0.0289245,	0.0385641,	0.0482022,	0.0578386,	0.0674729,	0.0771047,	0.0867337,	0.0963596,	0.105982,	0.1156,	0.125215,	0.134824,	0.144429,	0.154028,	0.163621,	0.173209,	0.182789,	0.192363,	0.20193,	0.211489,	0.22104,	0.230582,	0.240115,	0.249639,	0.259153,	0.268657,	0.27815,	0.287632,	0.297103,	0.306561,	0.316006,	0.325439,	0.334857,	0.344262,	0.353652,	0.363026,	0.372385,	0.381727,	0.391053,	0.40036,	0.40965,	0.41892,	0.428171,	0.437401,	0.446611,	0.455798,	0.464963,	0.474105
0.353,	0.473231,	0.482334,	0.491412,	0.500464,	0.509489,	0.518487,	0.527456,	0.536395,	0.545304,	0.554181,	0.563024,	0.571833,	0.580606,	0.589342,	0.598039,	0.606696,	0.61531,	0.623881,	0.632407,	0.640884,	0.649311,	0.657685,	0.666003,	0.674262,	0.682458,	0.690586,	0.69864,	0.706612,	0.714493,	0.72227,	0.729924,	0.737428,	0.744744,	0.751819,	0.758568,	0.76487,	0.770541,	0.775303,	0.778736,	0.780206,	0.778791,	0.773085,	0.761045,	0.739786,	0.70539,	0.652912,	0.576863,	0.472533,	0.338228,	0.17783,	0.00245308,	-0.175806,	-0.339327,	-0.473878,	-0.577796,	-0.653357,	-0.705542,	-0.739839,	-0.761094,	-0.77315,	-0.778863,	-0.780265,	-0.778766,	-0.775318,	-0.770556,	-0.764886,	-0.758584,	-0.751833,	-0.744757,	-0.737438,	-0.729932,	-0.722277,	-0.714499,	-0.706617,	-0.698643,	-0.690588,	-0.68246,	-0.674264,	-0.666005,	-0.657686,	-0.649312,	-0.640885,	-0.632408,	-0.623882,	-0.615311,	-0.606696,	-0.59804,	-0.589342,	-0.580607,	-0.571833,	-0.563024,	-0.554181,	-0.545305,	-0.536396,	-0.527457,	-0.518487,	-0.50949,	-0.500464,	-0.491412,	-0.482334,	-0.473231,	-0.464105,	-0.454955,	-0.445782,	-0.436588,	-0.427373,	-0.418138,	-0.408884,	-0.39961,	-0.390319,	-0.38101,	-0.371684,	-0.362342,	-0.352984,	-0.343611,	-0.334223,	-0.324821,	-0.315406,	-0.305978,	-0.296537,	-0.287084,	-0.277619,	-0.268144,	-0.258658,	-0.249161,	-0.239655,	-0.23014,	-0.220615,	-0.211083,	-0.201542,	-0.191993,	-0.182438,	-0.172875,	-0.163306,	-0.153731,	-0.14415,	-0.134564,	-0.124973,	-0.115377,	-0.105777,	-0.0961736,	-0.0865663,	-0.0769559,	-0.0673428,	-0.0577272,	-0.0481095,	-0.03849,	-0.0288692,	-0.0192474,	-0.00962497,	-3.18561e-06,	0.00962108,	0.0192463,	0.0288685,	0.0384893,	0.0481088,	0.0577265,	0.0673422,	0.0769554,	0.0865658,	0.0961731,	0.105777,	0.115377,	0.124972,	0.134564,	0.14415,	0.153731,	0.163306,	0.172875,	0.182437,	0.191993,	0.201541,	0.211082,	0.220615,	0.230139,	0.239655,	0.249161,	0.258657,	0.268144,	0.277619,	0.287084,	0.296536,	0.305977,	0.315406,	0.324821,	0.334223,	0.34361,	0.352983,	0.362341,	0.371683,	0.381009,	0.390318,	0.39961,	0.408883,	0.418138,	0.427373,	0.436588,	0.445782,	0.454954,	0.464104,	0.473231
0.354,	0.47236,	0.481448,	0.490512,	0.49955,	0.508561,	0.517545,	0.526501,	0.535427,	0.544323,	0.553187,	0.562018,	0.570815,	0.579576,	0.5883,	0.596986,	0.605633,	0.614237,	0.622798,	0.631314,	0.639782,	0.6482,	0.656566,	0.664877,	0.673129,	0.681318,	0.68944,	0.697489,	0.705457,	0.713334,	0.721107,	0.728758,	0.73626,	0.743576,	0.750649,	0.757398,	0.7637,	0.769371,	0.774132,	0.777562,	0.779028,	0.777607,	0.771893,	0.759843,	0.738578,	0.704186,	0.651734,	0.575758,	0.471573,	0.337504,	0.177434,	0.00244299,	-0.175417,	-0.338597,	-0.472912,	-0.576688,	-0.652179,	-0.704337,	-0.738631,	-0.759892,	-0.771957,	-0.777678,	-0.779087,	-0.777592,	-0.774147,	-0.769385,	-0.763716,	-0.757414,	-0.750664,	-0.743589,	-0.736271,	-0.728767,	-0.721114,	-0.713339,	-0.705461,	-0.697492,	-0.689443,	-0.68132,	-0.67313,	-0.664878,	-0.656567,	-0.648201,	-0.639783,	-0.631315,	-0.622799,	-0.614238,	-0.605633,	-0.596987,	-0.588301,	-0.579577,	-0.570815,	-0.562018,	-0.553187,	-0.544324,	-0.535428,	-0.526502,	-0.517546,	-0.508562,	-0.49955,	-0.490512,	-0.481449,	-0.472361,	-0.463249,	-0.454114,	-0.444956,	-0.435778,	-0.426578,	-0.417359,	-0.40812,	-0.398862,	-0.389587,	-0.380294,	-0.370985,	-0.361659,	-0.352318,	-0.342961,	-0.33359,	-0.324206,	-0.314807,	-0.305396,	-0.295973,	-0.286537,	-0.27709,	-0.267632,	-0.258164,	-0.248685,	-0.239196,	-0.229699,	-0.220192,	-0.210678,	-0.201155,	-0.191624,	-0.182087,	-0.172542,	-0.162992,	-0.153435,	-0.143872,	-0.134304,	-0.124732,	-0.115154,	-0.105573,	-0.0959878,	-0.086399,	-0.0768072,	-0.0672126,	-0.0576155,	-0.0480164,	-0.0384156,	-0.0288134,	-0.0192101,	-0.00960634,	-3.17528e-06,	0.00960247,	0.0192091,	0.0288126,	0.0384149,	0.0480157,	0.0576149,	0.0672119,	0.0768066,	0.0863985,	0.0959873,	0.105573,	0.115154,	0.124731,	0.134304,	0.143872,	0.153434,	0.162991,	0.172542,	0.182086,	0.191624,	0.201154,	0.210677,	0.220192,	0.229699,	0.239196,	0.248684,	0.258163,	0.267632,	0.27709,	0.286537,	0.295972,	0.305396,	0.314807,	0.324205,	0.33359,	0.342961,	0.352317,	0.361659,	0.370984,	0.380294,	0.389587,	0.398862,	0.408119,	0.417358,	0.426578,	0.435777,	0.444956,	0.454113,	0.463248,	0.47236
0.355,	0.471492,	0.480566,	0.489615,	0.498639,	0.507637,	0.516607,	0.525549,	0.534462,	0.543345,	0.552196,	0.561015,	0.5698,	0.578549,	0.587262,	0.595937,	0.604573,	0.613167,	0.621718,	0.630224,	0.638683,	0.647093,	0.655451,	0.663753,	0.671998,	0.680181,	0.688297,	0.69634,	0.704304,	0.712177,	0.719947,	0.727595,	0.735095,	0.742409,	0.749482,	0.75623,	0.762532,	0.768201,	0.772961,	0.776388,	0.77785,	0.776422,	0.770699,	0.75864,	0.737367,	0.702978,	0.650554,	0.574651,	0.47061,	0.336778,	0.177037,	0.00243289,	-0.175028,	-0.337864,	-0.471943,	-0.575578,	-0.650998,	-0.703129,	-0.73742,	-0.758688,	-0.770763,	-0.776494,	-0.777909,	-0.776418,	-0.772976,	-0.768216,	-0.762547,	-0.756246,	-0.749496,	-0.742422,	-0.735106,	-0.727604,	-0.719954,	-0.712183,	-0.704308,	-0.696344,	-0.6883,	-0.680183,	-0.672,	-0.663755,	-0.655452,	-0.647094,	-0.638684,	-0.630225,	-0.621719,	-0.613168,	-0.604574,	-0.595938,	-0.587263,	-0.57855,	-0.5698,	-0.561016,	-0.552197,	-0.543346,	-0.534463,	-0.52555,	-0.516608,	-0.507637,	-0.49864,	-0.489616,	-0.480567,	-0.471493,	-0.462396,	-0.453275,	-0.444133,	-0.43497,	-0.425786,	-0.416582,	-0.407359,	-0.398117,	-0.388858,	-0.379581,	-0.370288,	-0.360979,	-0.351654,	-0.342314,	-0.33296,	-0.323593,	-0.314211,	-0.304817,	-0.295411,	-0.285993,	-0.276563,	-0.267122,	-0.257671,	-0.24821,	-0.238739,	-0.22926,	-0.219771,	-0.210274,	-0.200769,	-0.191257,	-0.181737,	-0.172211,	-0.162678,	-0.15314,	-0.143595,	-0.134046,	-0.124491,	-0.114933,	-0.10537,	-0.0958027,	-0.0862324,	-0.076659,	-0.0670828,	-0.0575043,	-0.0479237,	-0.0383414,	-0.0287577,	-0.019173,	-0.00958778,	-3.165e-06,	0.00958392,	0.019172,	0.028757,	0.0383407,	0.047923,	0.0575037,	0.0670822,	0.0766584,	0.0862318,	0.0958022,	0.105369,	0.114932,	0.124491,	0.134045,	0.143595,	0.153139,	0.162678,	0.172211,	0.181737,	0.191256,	0.200769,	0.210274,	0.219771,	0.229259,	0.238739,	0.24821,	0.257671,	0.267122,	0.276563,	0.285992,	0.29541,	0.304817,	0.314211,	0.323592,	0.33296,	0.342314,	0.351654,	0.360979,	0.370288,	0.379581,	0.388858,	0.398117,	0.407359,	0.416582,	0.425785,	0.434969,	0.444133,	0.453275,	0.462395,	0.471492
0.356,	0.470628,	0.479687,	0.488722,	0.497732,	0.506715,	0.515672,	0.524601,	0.533501,	0.542371,	0.551209,	0.560016,	0.568788,	0.577526,	0.586228,	0.594892,	0.603516,	0.6121,	0.620641,	0.629138,	0.637588,	0.645989,	0.654338,	0.662633,	0.670871,	0.679047,	0.687157,	0.695195,	0.703154,	0.711023,	0.718789,	0.726435,	0.733933,	0.741245,	0.748316,	0.755064,	0.761364,	0.767033,	0.771791,	0.775215,	0.776672,	0.775237,	0.769505,	0.757435,	0.736155,	0.701768,	0.649371,	0.573541,	0.469644,	0.33605,	0.176639,	0.00242277,	-0.174637,	-0.33713,	-0.470971,	-0.574464,	-0.649814,	-0.701919,	-0.736207,	-0.757483,	-0.769568,	-0.775308,	-0.776731,	-0.775245,	-0.771806,	-0.767048,	-0.76138,	-0.75508,	-0.748331,	-0.741258,	-0.733943,	-0.726443,	-0.718796,	-0.711028,	-0.703158,	-0.695199,	-0.68716,	-0.679049,	-0.670873,	-0.662635,	-0.654339,	-0.64599,	-0.637589,	-0.629139,	-0.620642,	-0.612101,	-0.603517,	-0.594892,	-0.586228,	-0.577527,	-0.568789,	-0.560016,	-0.55121,	-0.542371,	-0.533501,	-0.524602,	-0.515673,	-0.506716,	-0.497732,	-0.488722,	-0.479687,	-0.470628,	-0.461546,	-0.45244,	-0.443313,	-0.434165,	-0.424996,	-0.415808,	-0.406601,	-0.397375,	-0.388132,	-0.378871,	-0.369594,	-0.360301,	-0.350993,	-0.34167,	-0.332333,	-0.322982,	-0.313617,	-0.30424,	-0.294851,	-0.28545,	-0.276038,	-0.266614,	-0.257181,	-0.247737,	-0.238284,	-0.228822,	-0.219351,	-0.209872,	-0.200385,	-0.190891,	-0.181389,	-0.171881,	-0.162366,	-0.152846,	-0.14332,	-0.133788,	-0.124252,	-0.114712,	-0.105167,	-0.0956183,	-0.0860664,	-0.0765114,	-0.0669536,	-0.0573935,	-0.0478314,	-0.0382675,	-0.0287023,	-0.0191361,	-0.0095693,	-3.15477e-06,	0.00956545,	0.019135,	0.0287015,	0.0382668,	0.0478307,	0.0573929,	0.066953,	0.0765108,	0.0860658,	0.0956178,	0.105166,	0.114711,	0.124252,	0.133788,	0.143319,	0.152845,	0.162366,	0.17188,	0.181389,	0.19089,	0.200385,	0.209872,	0.219351,	0.228822,	0.238284,	0.247737,	0.257181,	0.266614,	0.276037,	0.28545,	0.294851,	0.30424,	0.313617,	0.322981,	0.332332,	0.34167,	0.350993,	0.360301,	0.369594,	0.378871,	0.388131,	0.397375,	0.4066,	0.415808,	0.424996,	0.434164,	0.443313,	0.45244,	0.461545,	0.470628
0.357,	0.469766,	0.478811,	0.487831,	0.496827,	0.505797,	0.51474,	0.523656,	0.532542,	0.541399,	0.550225,	0.559019,	0.56778,	0.576506,	0.585196,	0.593849,	0.602463,	0.611036,	0.619567,	0.628054,	0.636495,	0.644887,	0.653229,	0.661516,	0.669747,	0.677916,	0.68602,	0.694052,	0.702006,	0.709871,	0.717634,	0.725276,	0.732772,	0.740083,	0.747152,	0.753899,	0.760199,	0.765866,	0.770622,	0.774042,	0.775494,	0.774052,	0.76831,	0.756229,	0.73494,	0.700555,	0.648185,	0.572428,	0.468676,	0.33532,	0.176239,	0.00241263,	-0.174245,	-0.336394,	-0.469996,	-0.573348,	-0.648627,	-0.700707,	-0.734993,	-0.756276,	-0.768373,	-0.774122,	-0.775553,	-0.774072,	-0.770636,	-0.76588,	-0.760214,	-0.753915,	-0.747167,	-0.740095,	-0.732783,	-0.725285,	-0.717641,	-0.709877,	-0.70201,	-0.694056,	-0.686023,	-0.677918,	-0.669749,	-0.661518,	-0.65323,	-0.644889,	-0.636496,	-0.628055,	-0.619568,	-0.611037,	-0.602464,	-0.59385,	-0.585197,	-0.576507,	-0.567781,	-0.55902,	-0.550226,	-0.5414,	-0.532543,	-0.523656,	-0.514741,	-0.505798,	-0.496828,	-0.487832,	-0.478811,	-0.469767,	-0.460699,	-0.451608,	-0.442496,	-0.433363,	-0.42421,	-0.415037,	-0.405845,	-0.396635,	-0.387408,	-0.378164,	-0.368903,	-0.359626,	-0.350334,	-0.341028,	-0.331707,	-0.322373,	-0.313026,	-0.303666,	-0.294293,	-0.284909,	-0.275514,	-0.266108,	-0.256692,	-0.247266,	-0.237831,	-0.228386,	-0.218933,	-0.209472,	-0.200002,	-0.190526,	-0.181042,	-0.171552,	-0.162055,	-0.152553,	-0.143045,	-0.133532,	-0.124014,	-0.114491,	-0.104965,	-0.0954347,	-0.085901,	-0.0763643,	-0.0668249,	-0.0572832,	-0.0477394,	-0.0381939,	-0.0286471,	-0.0190993,	-0.00955089,	-3.14458e-06,	0.00954705,	0.0190982,	0.0286463,	0.0381932,	0.0477387,	0.0572825,	0.0668243,	0.0763638,	0.0859005,	0.0954342,	0.104964,	0.114491,	0.124013,	0.133531,	0.143045,	0.152553,	0.162055,	0.171552,	0.181042,	0.190526,	0.200002,	0.209471,	0.218933,	0.228386,	0.23783,	0.247266,	0.256692,	0.266108,	0.275514,	0.284909,	0.294293,	0.303665,	0.313025,	0.322373,	0.331707,	0.341028,	0.350334,	0.359626,	0.368902,	0.378163,	0.387408,	0.396635,	0.405845,	0.415036,	0.424209,	0.433363,	0.442496,	0.451608,	0.460698,	0.469766
