0,	1,	2,	3,	4,	5,	6,	7,	8,	9,	10,	11,	12,	13,	14,	15,	16,	17,	18,	19,	20,	21,	22,	23,	24,	25,	26,	27,	28,	29,	30,	31,	32,	33,	34,	35,	36,	37,	38,	39,	40,	41,	42,	43,	44,	45,	46,	47,	48,	49,	50,	51,	52,	53,	54,	55,	56,	57,	58,	59,	60,	61,	62,	63,	64,	65,	66,	67,	68,	69,	70,	71,	72,	73,	74,	75,	76,	77,	78,	79,	80,	81,	82,	83,	84,	85,	86,	87,	88,	89,	90,	91,	92,	93,	94,	95,	96,	97,	98,	99,	100,	101,	102,	103,	104,	105,	106,	107,	108,	109,	110,	111,	112,	113,	114,	115,	116,	117,	118,	119,	120,	121,	122,	123,	124,	125,	126,	127,	128,	129,	130,	131,	132,	133,	134,	135,	136,	137,	138,	139,	140,	141,	142,	143,	144,	145,	146,	147,	148,	149,	150,	151,	152,	153,	154,	155,	156,	157,	158,	159,	160,	161,	162,	163,	164,	165,	166,	167,	168,	169,	170,	171,	172,	173,	174,	175,	176,	177,	178,	179,	180,	181,	182,	183,	184,	185,	186,	187,	188,	189,	190,	191,	192,	193,	194,	195,	196,	197,	198,	199,	200,	201
0.071,	0.898783,	0.908555,	0.917736,	0.926303,	0.934231,	0.941495,	0.948067,	0.95392,	0.959025,	0.96335,	0.966865,	0.969535,	0.971327,	0.972203,	0.972127,	0.971058,	0.968956,	0.965778,	0.96148,	0.956015,	0.949336,	0.941394,	0.932137,	0.921514,	0.909472,	0.895956,	0.880911,	0.864283,	0.846017,	0.826059,	0.804358,	0.780866,	0.755537,	0.72833,	0.699215,	0.668164,	0.635164,	0.600212,	0.563321,	0.524517,	0.483847,	0.441377,	0.397196,	0.351414,	0.304165,	0.255606,	0.205917,	0.155296,	0.103961,	0.0521541,	0.000193614,	-0.0519795,	-0.104032,	-0.155374,	-0.205981,	-0.255658,	-0.304206,	-0.351446,	-0.397221,	-0.441396,	-0.48386,	-0.524526,	-0.563327,	-0.600216,	-0.635166,	-0.668164,	-0.699214,	-0.728329,	-0.755534,	-0.780863,	-0.804355,	-0.826056,	-0.846013,	-0.864279,	-0.880907,	-0.895952,	-0.909469,	-0.921511,	-0.932134,	-0.941391,	-0.949333,	-0.956013,	-0.961478,	-0.965776,	-0.968954,	-0.971057,	-0.972125,	-0.972202,	-0.971325,	-0.969534,	-0.966863,	-0.963349,	-0.959024,	-0.953919,	-0.948066,	-0.941494,	-0.93423,	-0.926302,	-0.917735,	-0.908554,	-0.898783,	-0.888444,	-0.877559,	-0.866149,	-0.854235,	-0.841835,	-0.828968,	-0.815652,	-0.801904,	-0.787742,	-0.77318,	-0.758235,	-0.742921,	-0.727253,	-0.711245,	-0.694911,	-0.678263,	-0.661314,	-0.644076,	-0.626562,	-0.608784,	-0.590751,	-0.572476,	-0.553969,	-0.53524,	-0.5163,	-0.497158,	-0.477825,	-0.458309,	-0.43862,	-0.418767,	-0.398759,	-0.378605,	-0.358313,	-0.337891,	-0.317349,	-0.296693,	-0.275933,	-0.255075,	-0.234129,	-0.213101,	-0.192,	-0.170832,	-0.149606,	-0.128328,	-0.107007,	-0.0856496,	-0.0642631,	-0.0428548,	-0.0214325,	-5.93392e-06,	0.0214259,	0.0428552,	0.0642639,	0.0856502,	0.107008,	0.128328,	0.149606,	0.170832,	0.191999,	0.213101,	0.234129,	0.255075,	0.275932,	0.296693,	0.317348,	0.337891,	0.358312,	0.378604,	0.398759,	0.418767,	0.438619,	0.458308,	0.477824,	0.497158,	0.516299,	0.535239,	0.553968,	0.572475,	0.590751,	0.608783,	0.626562,	0.644076,	0.661313,	0.678262,	0.69491,	0.711245,	0.727253,	0.742921,	0.758235,	0.77318,	0.787742,	0.801904,	0.815652,	0.828968,	0.841835,	0.854235,	0.86615,	0.87756,	0.888444,	0.898783
0.072,	0.896745,	0.906592,	0.915856,	0.924513,	0.932538,	0.939907,	0.946592,	0.952565,	0.957797,	0.962258,	0.965916,	0.968737,	0.970686,	0.971728,	0.971824,	0.970935,	0.969019,	0.966033,	0.961933,	0.956671,	0.950199,	0.942467,	0.933424,	0.923015,	0.911188,	0.897885,	0.88305,	0.866627,	0.848559,	0.82879,	0.807265,	0.783934,	0.758748,	0.731664,	0.702646,	0.671665,	0.638703,	0.603754,	0.566828,	0.527949,	0.487162,	0.444531,	0.400143,	0.354111,	0.306569,	0.257678,	0.207621,	0.156603,	0.104847,	0.0526019,	0.000196887,	-0.0524246,	-0.104919,	-0.156682,	-0.207687,	-0.257731,	-0.306612,	-0.354144,	-0.400169,	-0.44455,	-0.487176,	-0.527959,	-0.566835,	-0.603758,	-0.638705,	-0.671665,	-0.702645,	-0.731662,	-0.758746,	-0.783931,	-0.807262,	-0.828786,	-0.848555,	-0.866623,	-0.883046,	-0.897881,	-0.911184,	-0.923012,	-0.933421,	-0.942464,	-0.950196,	-0.956668,	-0.96193,	-0.966031,	-0.969017,	-0.970933,	-0.971823,	-0.971727,	-0.970685,	-0.968735,	-0.965914,	-0.962257,	-0.957796,	-0.952564,	-0.946591,	-0.939906,	-0.932537,	-0.924512,	-0.915855,	-0.906592,	-0.896745,	-0.886337,	-0.875391,	-0.863926,	-0.851963,	-0.839521,	-0.826619,	-0.813274,	-0.799503,	-0.785322,	-0.770749,	-0.755797,	-0.740482,	-0.724819,	-0.70882,	-0.692499,	-0.67587,	-0.658944,	-0.641734,	-0.624252,	-0.606509,	-0.588516,	-0.570284,	-0.551824,	-0.533146,	-0.51426,	-0.495176,	-0.475902,	-0.45645,	-0.436827,	-0.417043,	-0.397106,	-0.377025,	-0.356808,	-0.336465,	-0.316002,	-0.295428,	-0.274751,	-0.253978,	-0.233118,	-0.212178,	-0.191165,	-0.170088,	-0.148952,	-0.127767,	-0.106538,	-0.0852736,	-0.0639806,	-0.0426664,	-0.0213383,	-5.98715e-06,	0.0213316,	0.0426668,	0.0639815,	0.0852742,	0.106538,	0.127767,	0.148952,	0.170087,	0.191165,	0.212178,	0.233118,	0.253978,	0.27475,	0.295427,	0.316001,	0.336464,	0.356808,	0.377024,	0.397105,	0.417042,	0.436826,	0.456449,	0.475902,	0.495175,	0.51426,	0.533146,	0.551824,	0.570284,	0.588516,	0.606508,	0.624252,	0.641734,	0.658944,	0.675869,	0.692499,	0.708819,	0.724818,	0.740482,	0.755797,	0.770749,	0.785322,	0.799503,	0.813274,	0.826619,	0.839521,	0.851963,	0.863926,	0.875391,	0.886338,	0.896745
0.073,	0.894701,	0.904622,	0.913967,	0.922712,	0.930833,	0.938304,	0.9451,	0.951191,	0.956549,	0.961143,	0.964942,	0.967912,	0.970018,	0.971223,	0.97149,	0.970779,	0.969048,	0.966253,	0.962349,	0.957289,	0.951024,	0.943503,	0.934673,	0.92448,	0.912868,	0.89978,	0.885157,	0.868941,	0.851074,	0.831496,	0.810152,	0.786986,	0.761947,	0.73499,	0.706074,	0.675167,	0.642248,	0.607308,	0.570352,	0.531402,	0.4905,	0.44771,	0.403118,	0.356835,	0.309,	0.259775,	0.209347,	0.157926,	0.105744,	0.0530556,	0.000200225,	-0.0528757,	-0.105817,	-0.158007,	-0.209414,	-0.259829,	-0.309043,	-0.356869,	-0.403144,	-0.447729,	-0.490514,	-0.531412,	-0.570358,	-0.607312,	-0.64225,	-0.675167,	-0.706073,	-0.734988,	-0.761945,	-0.786983,	-0.810148,	-0.831493,	-0.85107,	-0.868938,	-0.885153,	-0.899776,	-0.912865,	-0.924477,	-0.93467,	-0.9435,	-0.951022,	-0.957287,	-0.962347,	-0.966251,	-0.969046,	-0.970777,	-0.971489,	-0.971222,	-0.970016,	-0.96791,	-0.964941,	-0.961142,	-0.956548,	-0.95119,	-0.945099,	-0.938303,	-0.930832,	-0.922711,	-0.913966,	-0.904621,	-0.894701,	-0.884226,	-0.87322,	-0.861702,	-0.849692,	-0.83721,	-0.824273,	-0.8109,	-0.797107,	-0.78291,	-0.768326,	-0.753368,	-0.738053,	-0.722395,	-0.706406,	-0.6901,	-0.673489,	-0.656587,	-0.639405,	-0.621955,	-0.604248,	-0.586296,	-0.568108,	-0.549695,	-0.531068,	-0.512235,	-0.493208,	-0.473995,	-0.454605,	-0.435048,	-0.415332,	-0.395465,	-0.375458,	-0.355316,	-0.33505,	-0.314666,	-0.294173,	-0.273579,	-0.25289,	-0.232116,	-0.211263,	-0.190338,	-0.16935,	-0.148305,	-0.12721,	-0.106073,	-0.0849009,	-0.0637007,	-0.0424796,	-0.0212449,	-6.03825e-06,	0.0212381,	0.04248,	0.0637016,	0.0849016,	0.106073,	0.12721,	0.148305,	0.16935,	0.190338,	0.211262,	0.232116,	0.25289,	0.273578,	0.294173,	0.314666,	0.335049,	0.355316,	0.375457,	0.395465,	0.415331,	0.435047,	0.454605,	0.473994,	0.493207,	0.512235,	0.531067,	0.549695,	0.568107,	0.586295,	0.604248,	0.621955,	0.639405,	0.656587,	0.673489,	0.690099,	0.706405,	0.722394,	0.738053,	0.753368,	0.768325,	0.78291,	0.797107,	0.8109,	0.824273,	0.83721,	0.849692,	0.861702,	0.87322,	0.884227,	0.894701
0.074,	0.892652,	0.902644,	0.912068,	0.9209,	0.929114,	0.936687,	0.943591,	0.949799,	0.955281,	0.960006,	0.963944,	0.967061,	0.969322,	0.970689,	0.971126,	0.970591,	0.969043,	0.966438,	0.96273,	0.957872,	0.951813,	0.944502,	0.935886,	0.925908,	0.914513,	0.90164,	0.887231,	0.871225,	0.853561,	0.834178,	0.813017,	0.79002,	0.765134,	0.738308,	0.709499,	0.678671,	0.645801,	0.610873,	0.573892,	0.534875,	0.493862,	0.450915,	0.406119,	0.359587,	0.311458,	0.261896,	0.211094,	0.159267,	0.106653,	0.0535155,	0.000203628,	-0.0533328,	-0.106727,	-0.159349,	-0.211162,	-0.261951,	-0.311502,	-0.359622,	-0.406146,	-0.450934,	-0.493876,	-0.534884,	-0.573898,	-0.610877,	-0.645802,	-0.678671,	-0.709497,	-0.738305,	-0.765131,	-0.790017,	-0.813013,	-0.834174,	-0.853557,	-0.871221,	-0.887228,	-0.901637,	-0.914509,	-0.925905,	-0.935883,	-0.944499,	-0.95181,	-0.957869,	-0.962728,	-0.966436,	-0.969041,	-0.970589,	-0.971124,	-0.970688,	-0.96932,	-0.96706,	-0.963943,	-0.960005,	-0.955279,	-0.949798,	-0.94359,	-0.936686,	-0.929114,	-0.920899,	-0.912068,	-0.902644,	-0.892651,	-0.882112,	-0.871047,	-0.859477,	-0.847422,	-0.834901,	-0.821931,	-0.808531,	-0.794717,	-0.780505,	-0.76591,	-0.750949,	-0.735635,	-0.719981,	-0.704003,	-0.687712,	-0.671122,	-0.654244,	-0.63709,	-0.619673,	-0.602002,	-0.58409,	-0.565946,	-0.54758,	-0.529003,	-0.510225,	-0.491255,	-0.472101,	-0.452774,	-0.433282,	-0.413634,	-0.393838,	-0.373903,	-0.353836,	-0.333647,	-0.313342,	-0.292929,	-0.272417,	-0.251812,	-0.231122,	-0.210356,	-0.189518,	-0.168618,	-0.147663,	-0.126658,	-0.105612,	-0.0845316,	-0.0634234,	-0.0422945,	-0.0211523,	-6.08727e-06,	0.0211455,	0.0422948,	0.0634242,	0.0845322,	0.105613,	0.126658,	0.147663,	0.168618,	0.189518,	0.210355,	0.231122,	0.251812,	0.272416,	0.292929,	0.313341,	0.333646,	0.353836,	0.373902,	0.393838,	0.413634,	0.433282,	0.452774,	0.472101,	0.491254,	0.510225,	0.529003,	0.54758,	0.565945,	0.584089,	0.602002,	0.619672,	0.63709,	0.654243,	0.671121,	0.687712,	0.704003,	0.719981,	0.735634,	0.750949,	0.76591,	0.780505,	0.794717,	0.808531,	0.821931,	0.834901,	0.847422,	0.859477,	0.871047,	0.882112,	0.892652
0.075,	0.890597,	0.90066,	0.910161,	0.919077,	0.927384,	0.935056,	0.942067,	0.948388,	0.953992,	0.958848,	0.962923,	0.966185,	0.968598,	0.970126,	0.97073,	0.97037,	0.969004,	0.966588,	0.963075,	0.958417,	0.952564,	0.945464,	0.937061,	0.9273,	0.916121,	0.903466,	0.889272,	0.873478,	0.856019,	0.836834,	0.81586,	0.793036,	0.768306,	0.741616,	0.712919,	0.682176,	0.649358,	0.614449,	0.577446,	0.538367,	0.497246,	0.454145,	0.409148,	0.362367,	0.313942,	0.264042,	0.212862,	0.160625,	0.107573,	0.0539816,	0.000207098,	-0.0537961,	-0.107649,	-0.160709,	-0.212931,	-0.264098,	-0.313987,	-0.362402,	-0.409175,	-0.454165,	-0.497261,	-0.538376,	-0.577453,	-0.614453,	-0.64936,	-0.682176,	-0.712918,	-0.741614,	-0.768303,	-0.793033,	-0.815856,	-0.83683,	-0.856016,	-0.873474,	-0.889269,	-0.903463,	-0.916118,	-0.927297,	-0.937058,	-0.945461,	-0.952562,	-0.958415,	-0.963073,	-0.966586,	-0.969002,	-0.970369,	-0.970729,	-0.970124,	-0.968596,	-0.966183,	-0.962922,	-0.958846,	-0.953991,	-0.948387,	-0.942066,	-0.935055,	-0.927383,	-0.919077,	-0.910161,	-0.90066,	-0.890597,	-0.879994,	-0.868872,	-0.857252,	-0.845153,	-0.832594,	-0.819593,	-0.806167,	-0.792333,	-0.778107,	-0.763504,	-0.748538,	-0.733226,	-0.717579,	-0.701612,	-0.685337,	-0.668767,	-0.651913,	-0.634789,	-0.617404,	-0.59977,	-0.581898,	-0.563798,	-0.54548,	-0.526954,	-0.508229,	-0.489316,	-0.470222,	-0.450958,	-0.431531,	-0.41195,	-0.392224,	-0.372361,	-0.352369,	-0.332255,	-0.312028,	-0.291695,	-0.271265,	-0.250743,	-0.230138,	-0.209456,	-0.188706,	-0.167894,	-0.147026,	-0.126111,	-0.105155,	-0.0841655,	-0.0631484,	-0.042111,	-0.0210605,	-6.13425e-06,	0.0210537,	0.0421114,	0.0631493,	0.0841662,	0.105156,	0.126112,	0.147026,	0.167893,	0.188706,	0.209456,	0.230137,	0.250742,	0.271264,	0.291695,	0.312028,	0.332255,	0.352368,	0.37236,	0.392224,	0.41195,	0.43153,	0.450957,	0.470222,	0.489315,	0.508229,	0.526953,	0.545479,	0.563797,	0.581898,	0.59977,	0.617404,	0.634788,	0.651913,	0.668766,	0.685336,	0.701611,	0.717579,	0.733225,	0.748538,	0.763504,	0.778107,	0.792333,	0.806167,	0.819593,	0.832594,	0.845153,	0.857252,	0.868872,	0.879994,	0.890597
0.076,	0.888538,	0.898669,	0.908246,	0.917245,	0.925642,	0.933411,	0.940526,	0.946961,	0.952684,	0.957668,	0.961879,	0.965284,	0.967848,	0.969534,	0.970304,	0.970118,	0.968933,	0.966704,	0.963385,	0.958927,	0.953279,	0.946389,	0.938199,	0.928655,	0.917694,	0.905257,	0.89128,	0.875699,	0.858449,	0.839464,	0.81868,	0.796034,	0.771464,	0.744914,	0.716334,	0.685681,	0.652921,	0.618035,	0.581016,	0.541877,	0.500653,	0.457401,	0.412204,	0.365174,	0.316453,	0.266212,	0.214652,	0.162,	0.108506,	0.054454,	0.000210638,	-0.0542656,	-0.108584,	-0.162085,	-0.214723,	-0.26627,	-0.316499,	-0.36521,	-0.412231,	-0.457421,	-0.500668,	-0.541887,	-0.581022,	-0.618038,	-0.652923,	-0.685681,	-0.716333,	-0.744912,	-0.771461,	-0.79603,	-0.818676,	-0.83946,	-0.858445,	-0.875695,	-0.891276,	-0.905253,	-0.917691,	-0.928651,	-0.938196,	-0.946386,	-0.953277,	-0.958924,	-0.963383,	-0.966702,	-0.968931,	-0.970117,	-0.970303,	-0.969533,	-0.967846,	-0.965282,	-0.961877,	-0.957667,	-0.952683,	-0.94696,	-0.940526,	-0.93341,	-0.925641,	-0.917244,	-0.908246,	-0.898669,	-0.888537,	-0.877872,	-0.866695,	-0.855026,	-0.842885,	-0.83029,	-0.817259,	-0.803808,	-0.789956,	-0.775716,	-0.761105,	-0.746137,	-0.730827,	-0.715187,	-0.699232,	-0.682973,	-0.666424,	-0.649596,	-0.632501,	-0.615149,	-0.597552,	-0.57972,	-0.561664,	-0.543394,	-0.524918,	-0.506248,	-0.487391,	-0.468357,	-0.449155,	-0.429793,	-0.410279,	-0.390623,	-0.370831,	-0.350913,	-0.330875,	-0.310726,	-0.290472,	-0.270122,	-0.249683,	-0.229161,	-0.208565,	-0.1879,	-0.167175,	-0.146396,	-0.125569,	-0.104703,	-0.0838027,	-0.0628759,	-0.0419292,	-0.0209696,	-6.17925e-06,	0.0209627,	0.0419295,	0.0628768,	0.0838034,	0.104703,	0.12557,	0.146396,	0.167175,	0.1879,	0.208564,	0.229161,	0.249682,	0.270122,	0.290472,	0.310725,	0.330874,	0.350912,	0.370831,	0.390622,	0.410279,	0.429792,	0.449154,	0.468356,	0.48739,	0.506247,	0.524918,	0.543393,	0.561664,	0.57972,	0.597552,	0.615149,	0.6325,	0.649596,	0.666424,	0.682973,	0.699232,	0.715187,	0.730827,	0.746137,	0.761105,	0.775716,	0.789956,	0.803808,	0.817259,	0.83029,	0.842885,	0.855027,	0.866696,	0.877873,	0.888538
0.077,	0.886474,	0.896673,	0.906323,	0.915403,	0.923888,	0.931753,	0.938971,	0.945516,	0.951358,	0.956467,	0.960811,	0.964358,	0.967071,	0.968914,	0.969849,	0.969835,	0.968828,	0.966786,	0.96366,	0.959401,	0.953957,	0.947276,	0.939301,	0.929972,	0.919231,	0.907013,	0.893254,	0.877889,	0.860849,	0.842068,	0.821477,	0.799011,	0.774606,	0.748202,	0.719744,	0.689185,	0.656488,	0.62163,	0.584599,	0.545407,	0.504083,	0.460682,	0.415286,	0.368009,	0.318991,	0.268408,	0.216464,	0.163393,	0.109452,	0.0549327,	0.000214249,	-0.0547415,	-0.109531,	-0.16348,	-0.216536,	-0.268467,	-0.319038,	-0.368045,	-0.415314,	-0.460702,	-0.504097,	-0.545417,	-0.584606,	-0.621633,	-0.65649,	-0.689184,	-0.719742,	-0.748199,	-0.774603,	-0.799007,	-0.821473,	-0.842064,	-0.860845,	-0.877885,	-0.89325,	-0.907009,	-0.919227,	-0.929969,	-0.939297,	-0.947273,	-0.953955,	-0.959398,	-0.963657,	-0.966784,	-0.968827,	-0.969833,	-0.969847,	-0.968913,	-0.967069,	-0.964356,	-0.96081,	-0.956466,	-0.951357,	-0.945515,	-0.93897,	-0.931752,	-0.923887,	-0.915403,	-0.906323,	-0.896672,	-0.886473,	-0.875748,	-0.864517,	-0.852801,	-0.840619,	-0.827989,	-0.814929,	-0.801455,	-0.787585,	-0.773333,	-0.758715,	-0.743745,	-0.728438,	-0.712806,	-0.696864,	-0.680622,	-0.664094,	-0.647292,	-0.630226,	-0.612908,	-0.595348,	-0.577557,	-0.559545,	-0.541322,	-0.522897,	-0.50428,	-0.48548,	-0.466506,	-0.447365,	-0.428068,	-0.408621,	-0.389034,	-0.369314,	-0.349469,	-0.329506,	-0.309434,	-0.289259,	-0.268989,	-0.248632,	-0.228193,	-0.207681,	-0.187102,	-0.166463,	-0.14577,	-0.125032,	-0.104254,	-0.0834431,	-0.0626059,	-0.041749,	-0.0208794,	-6.22231e-06,	0.0208725,	0.0417493,	0.0626067,	0.0834437,	0.104254,	0.125032,	0.145771,	0.166463,	0.187101,	0.20768,	0.228193,	0.248631,	0.268989,	0.289259,	0.309433,	0.329506,	0.349468,	0.369313,	0.389033,	0.408621,	0.428067,	0.447365,	0.466505,	0.48548,	0.50428,	0.522897,	0.541322,	0.559545,	0.577557,	0.595348,	0.612907,	0.630225,	0.647291,	0.664094,	0.680622,	0.696863,	0.712806,	0.728438,	0.743745,	0.758715,	0.773333,	0.787585,	0.801455,	0.814929,	0.827989,	0.840619,	0.852801,	0.864518,	0.875748,	0.886474
0.078,	0.884406,	0.89467,	0.904393,	0.913552,	0.922123,	0.930082,	0.937401,	0.944054,	0.950013,	0.955246,	0.959722,	0.963408,	0.966268,	0.968267,	0.969364,	0.96952,	0.968692,	0.966834,	0.963899,	0.959838,	0.954599,	0.948126,	0.940364,	0.931253,	0.92073,	0.908733,	0.895194,	0.880045,	0.863219,	0.844644,	0.82425,	0.801968,	0.777732,	0.751477,	0.723146,	0.692687,	0.660059,	0.625233,	0.588197,	0.548954,	0.507534,	0.463988,	0.418396,	0.370871,	0.321557,	0.27063,	0.218299,	0.164803,	0.11041,	0.0554179,	0.000217933,	-0.0552237,	-0.11049,	-0.164892,	-0.218372,	-0.270689,	-0.321604,	-0.370908,	-0.418424,	-0.464008,	-0.507549,	-0.548965,	-0.588203,	-0.625237,	-0.66006,	-0.692686,	-0.723144,	-0.751475,	-0.777729,	-0.801964,	-0.824246,	-0.844639,	-0.863215,	-0.880041,	-0.89519,	-0.908729,	-0.920727,	-0.931249,	-0.940361,	-0.948123,	-0.954596,	-0.959836,	-0.963897,	-0.966832,	-0.96869,	-0.969518,	-0.969363,	-0.968265,	-0.966267,	-0.963406,	-0.959721,	-0.955245,	-0.950012,	-0.944054,	-0.9374,	-0.930081,	-0.922123,	-0.913551,	-0.904393,	-0.89467,	-0.884405,	-0.873621,	-0.862338,	-0.850576,	-0.838355,	-0.825691,	-0.812603,	-0.799107,	-0.78522,	-0.770957,	-0.756333,	-0.741363,	-0.726059,	-0.710436,	-0.694507,	-0.678283,	-0.661777,	-0.645,	-0.627964,	-0.61068,	-0.593158,	-0.575408,	-0.55744,	-0.539265,	-0.52089,	-0.502327,	-0.483583,	-0.464668,	-0.445589,	-0.426356,	-0.406976,	-0.387458,	-0.367809,	-0.348036,	-0.328149,	-0.308153,	-0.288056,	-0.267866,	-0.247589,	-0.227233,	-0.206804,	-0.18631,	-0.165756,	-0.145151,	-0.124499,	-0.103809,	-0.0830866,	-0.0623381,	-0.0415703,	-0.0207901,	-6.26347e-06,	0.0207831,	0.0415706,	0.062339,	0.0830872,	0.10381,	0.1245,	0.145151,	0.165756,	0.18631,	0.206804,	0.227233,	0.247589,	0.267865,	0.288056,	0.308152,	0.328148,	0.348036,	0.367808,	0.387457,	0.406976,	0.426356,	0.445589,	0.464667,	0.483583,	0.502327,	0.52089,	0.539264,	0.55744,	0.575407,	0.593157,	0.61068,	0.627964,	0.645,	0.661777,	0.678283,	0.694507,	0.710436,	0.726059,	0.741363,	0.756333,	0.770957,	0.78522,	0.799107,	0.812603,	0.825691,	0.838355,	0.850577,	0.862339,	0.873622,	0.884406
0.079,	0.882334,	0.892662,	0.902456,	0.911692,	0.920348,	0.928398,	0.935817,	0.942577,	0.94865,	0.954005,	0.958611,	0.962434,	0.96544,	0.967592,	0.96885,	0.969175,	0.968523,	0.966848,	0.964104,	0.96024,	0.955204,	0.94894,	0.941391,	0.932496,	0.922194,	0.910417,	0.897099,	0.882169,	0.865558,	0.847191,	0.826998,	0.804904,	0.780841,	0.754741,	0.726541,	0.696187,	0.663633,	0.628845,	0.591807,	0.55252,	0.511007,	0.467318,	0.421533,	0.373762,	0.32415,	0.272877,	0.220155,	0.166232,	0.11138,	0.0559096,	0.000221693,	-0.0557124,	-0.111463,	-0.166322,	-0.22023,	-0.272937,	-0.324198,	-0.373799,	-0.421561,	-0.467339,	-0.511022,	-0.55253,	-0.591813,	-0.628848,	-0.663633,	-0.696186,	-0.726539,	-0.754738,	-0.780837,	-0.8049,	-0.826993,	-0.847187,	-0.865553,	-0.882165,	-0.897095,	-0.910413,	-0.92219,	-0.932493,	-0.941388,	-0.948937,	-0.955201,	-0.960237,	-0.964102,	-0.966846,	-0.968521,	-0.969173,	-0.968849,	-0.96759,	-0.965439,	-0.962433,	-0.958609,	-0.954004,	-0.948649,	-0.942576,	-0.935816,	-0.928397,	-0.920347,	-0.911692,	-0.902455,	-0.892662,	-0.882333,	-0.871492,	-0.860159,	-0.848352,	-0.836092,	-0.823396,	-0.810281,	-0.796765,	-0.782862,	-0.768589,	-0.75396,	-0.73899,	-0.723691,	-0.708077,	-0.692162,	-0.675956,	-0.659472,	-0.642722,	-0.625716,	-0.608466,	-0.590981,	-0.573272,	-0.555349,	-0.537221,	-0.518898,	-0.500388,	-0.4817,	-0.462844,	-0.443827,	-0.424658,	-0.405344,	-0.385894,	-0.366315,	-0.346616,	-0.326802,	-0.306882,	-0.286863,	-0.266752,	-0.246556,	-0.226281,	-0.205935,	-0.185525,	-0.165056,	-0.144536,	-0.123971,	-0.103368,	-0.0827332,	-0.0620728,	-0.0413933,	-0.0207015,	-6.30278e-06,	0.0206945,	0.0413935,	0.0620736,	0.0827339,	0.103369,	0.123972,	0.144536,	0.165056,	0.185525,	0.205935,	0.226281,	0.246555,	0.266751,	0.286863,	0.306882,	0.326801,	0.346615,	0.366315,	0.385893,	0.405343,	0.424657,	0.443826,	0.462843,	0.4817,	0.500387,	0.518897,	0.53722,	0.555348,	0.573272,	0.590981,	0.608465,	0.625716,	0.642722,	0.659472,	0.675956,	0.692161,	0.708077,	0.723691,	0.73899,	0.75396,	0.768589,	0.782862,	0.796765,	0.810281,	0.823396,	0.836092,	0.848352,	0.860159,	0.871493,	0.882334
0.08,	0.880258,	0.890649,	0.900511,	0.909824,	0.918562,	0.926703,	0.934219,	0.941084,	0.947269,	0.952744,	0.957478,	0.961437,	0.964587,	0.96689,	0.968308,	0.9688,	0.968322,	0.966829,	0.964274,	0.960606,	0.955772,	0.949716,	0.94238,	0.933703,	0.92362,	0.912065,	0.898969,	0.88426,	0.867866,	0.849711,	0.82972,	0.807818,	0.783932,	0.757991,	0.729927,	0.699683,	0.667208,	0.632464,	0.59543,	0.556102,	0.514501,	0.470673,	0.424696,	0.37668,	0.32677,	0.275149,	0.222035,	0.167679,	0.112364,	0.0564079,	0.000225529,	-0.0562077,	-0.112447,	-0.167771,	-0.222111,	-0.275211,	-0.326819,	-0.376718,	-0.424725,	-0.470695,	-0.514516,	-0.556112,	-0.595436,	-0.632467,	-0.667209,	-0.699682,	-0.729925,	-0.757987,	-0.783928,	-0.807814,	-0.829716,	-0.849706,	-0.867861,	-0.884256,	-0.898964,	-0.912061,	-0.923616,	-0.933699,	-0.942377,	-0.949713,	-0.955769,	-0.960604,	-0.964272,	-0.966827,	-0.96832,	-0.968798,	-0.968306,	-0.966888,	-0.964585,	-0.961436,	-0.957477,	-0.952743,	-0.947268,	-0.941083,	-0.934218,	-0.926702,	-0.918562,	-0.909823,	-0.900511,	-0.890648,	-0.880258,	-0.869361,	-0.857978,	-0.846129,	-0.833832,	-0.821105,	-0.807965,	-0.794428,	-0.780511,	-0.766229,	-0.751596,	-0.736626,	-0.721333,	-0.705729,	-0.689828,	-0.673641,	-0.65718,	-0.640456,	-0.623481,	-0.606265,	-0.588818,	-0.57115,	-0.553272,	-0.535191,	-0.516918,	-0.498462,	-0.479831,	-0.461033,	-0.442078,	-0.422972,	-0.403724,	-0.384343,	-0.364834,	-0.345206,	-0.325466,	-0.305622,	-0.28568,	-0.265647,	-0.245531,	-0.225337,	-0.205074,	-0.184746,	-0.164362,	-0.143927,	-0.123448,	-0.102931,	-0.0823829,	-0.0618097,	-0.0412177,	-0.0206137,	-6.34028e-06,	0.0206066,	0.041218,	0.0618105,	0.0823835,	0.102932,	0.123448,	0.143927,	0.164362,	0.184746,	0.205074,	0.225337,	0.24553,	0.265647,	0.285679,	0.305621,	0.325466,	0.345206,	0.364833,	0.384342,	0.403724,	0.422971,	0.442077,	0.461033,	0.47983,	0.498462,	0.516918,	0.535191,	0.553271,	0.57115,	0.588818,	0.606265,	0.623481,	0.640456,	0.65718,	0.67364,	0.689827,	0.705729,	0.721333,	0.736626,	0.751596,	0.766229,	0.780511,	0.794428,	0.807965,	0.821105,	0.833832,	0.846129,	0.857979,	0.869362,	0.880258
